https://www.reuters.com/article/us-renault-france-strategy/we-thought-too-big-renault-says-as-it-axes-15000-jobs-in-cost-cutting-reboot-idUSKBN2350K0,"['We thought too big, Renault says as it axes 15,000 jobs in cost-cutting reboot']","['May 29, 2020 /  5:35 AM / 6 days ago']","['PARIS (Reuters) - Renault acknowledged that its global ambitions had been unrealistic, announcing plans to cut about 15,000 jobs, shrink production and restructure French plants as it pressed the reset button and sought to banish the spectre of Carlos Ghosn. ', 'Faced with a slump in demand that has been exacerbated by the coronavirus pandemic, the French carmaker detailed plans on Friday to find 2 billion euros ($2.22 billion) in savings over the next three years. ', '“We thought too big in terms of sales,” said interim Chief Executive Clotilde Delbos, adding the company was “coming back to its bases” after investing and spending too much in recent years. ', 'Renault was under pressure even before COVID-19 hit, posting its first loss in a decade in 2019, and has said nothing would be “taboo” as it reviews its business.      ', 'It plans to trim its global capacity to 3.3 million vehicles in 2024 from 4 million now, focusing on its most profitable models and areas such as electric cars while freezing manufacturing expansion in countries like Romania. ', 'Renault, like its Japanese alliance partner Nissan, is rowing back on an aggressive expansion plan pursued by Ghosn, its former boss-turned-fugitive, who is wanted on charges of financial misconduct in Tokyo. Ghosn denies the charges.  ', '“The mindset has completely changed. The previous line was volumes and sales and being the first on the podium,” Delbos said. “We’re not looking to be on top of the world, what we want is a sustainable and profitable company.” ', 'The company, due to bring ex-Volkswagen (', ') executive Luca de Meo on board as CEO in July, said it would cut costs by reducing the number of subcontractors in areas such as engineering and the number of components it uses, as well as shrinking gearbox manufacturing worldwide. ', 'Delbos ruled out the need for a rights issue, saying Renault was close to sealing a 5 billion-euro credit line guaranteed by the French government. ', 'Renault shares were down 5.3% by 1223 GMT, the worst-performing stock on France’s blue-chip index.   ', 'Renault, which is 15% owned by the French state, faces the most sensitive restructuring measures in its home country, which will shoulder almost a third of the global job cuts and faces potential plant closures. ', 'The carmaker said it was in talks with unions. Six sites out of Renault’s 14 plants in France - including a component factory in Brittany and the Dieppe factory where the group’s Alpine cars are made - will be under review, though most changes would take effect after 2022, Delbos said.  ', 'Some of the six plants like the one in Flins, close to Paris, where it makes its electric Zoe models, could cease to assemble cars and centre on recycling activities instead, the company said.  ', 'The government has said it will not sign off on the state-backed loan until management and unions conclude talks over jobs and factories in France. It is seeking more clarity on how some big factories will be reorganised and further guarantees on jobs before it gives the green light, according to a source familiar with the matter.  ', 'In all, just under 10% of Renault’s global workforce will be affected by layoffs, and restructuring measures will cost 1.2 billion euros. There will be about 4,600 job cuts in France, though Renault said it would prioritise employment transfers, voluntary departures and retirement schemes.  ', 'French unions expressed frustration. ', '“This plan is unbalanced, at the expense of French activities,” the moderate CFDT union said on Friday, adding that other countries had been less affected.  ', 'Renault is still struggling to move on from the scandal involving Ghosn, which strained its relations with alliance partner Nissan and paralysed joint projects. ', 'Ghosn, who ran Renault and was the chief architect of the alliance, was arrested in Japan in late 2018 on financial misconduct charges, but fled to Lebanon in December last year. He has denied wrongdoing and hit out at his past employers. ', 'Renault and Nissan have been hit hard by the pandemic just as they were trying to rework their partnership. Nissan this week also outlined a plan to become smaller and more efficient. ', 'The pair were among the weakest global automakers going into the crisis, lacking a clear plan for using their alliance to emerge from the slump and share the burden of investing in electric vehicles and other technology. ', 'Germany’s BMW also confirmed on Friday that it was in talks with its works council over job cuts, but declined to provide concrete figures. News agency dpa reported the carmaker plans to slash around 6,000 jobs, 4.8% of the carmaker’s total. ', '($1 = 0.9016 euros) ', 'Reporting by Gilles Guillaume and Sarah White; Additional reporting by Jan Schwartz and Christoph Steitz; Editing by Jason Neely and Pravin Char']"
https://www.reuters.com/article/us-renault-outlook/renault-to-take-3-6-billion-euro-hit-from-nissan-losses-idUSKBN2341ET,['Renault to take 3.6 billion euro hit from Nissan losses'],"['May 28, 2020 /  9:59 AM / 7 days ago']","['rPARIS (Reuters) - French carmaker Renault (', ') said on Thursday that losses at its Japanese partner Nissan (', '), in which it has a 43% stake, would drag on its on net earnings by 3.6 billion euro ($3.96 billion) in the first quarter.  ', 'Renault, which posted its first net loss in a decade in 2019, has like Nissan been struggling with faltering sales, a slide exacerbated this year by the coronavirus pandemic. ', 'The two firms, which this week announced plans for more production sharing under their three-way alliance with Japan’s Mitsubishi Motors (', ') in a bid to cut costs, are also embarking on individual restructuring and savings plans.  ', 'Nissan posted an annual operating loss of 40.5 billion yen  ($376 million) for the year to March 31, its worst performance since 2008/09, while net losses came in at 671.2 billion yen. ', 'Renault is due to announce details of its turnaround plan on Friday. ', 'Reporting by Sarah White; editing by Jason Neely']"
https://www.reuters.com/article/us-health-coronavirus-renault/renault-loan-still-not-signed-site-closures-must-be-last-resort-le-maire-idUSKBN2340Q8,"['Renault loan still not signed, site closures must be last resort: Le Maire']","['May 28, 2020 /  6:17 AM / 7 days ago']","['PARIS (Reuters) - French Finance Minister Bruno Le Maire on Thursday said that the government had yet to sign off on a planned 5 billion euro ($5.5 billion) loan for Renault (', '), and that the carmaker’s site closures and job cuts could only ever be a last resort. ', '“The closure of a site must only be a last resort,” Le Maire told France 2 television. ', 'French President Emmanuel Macron this week said that the government, which has a 15% stake in Renault, would not sign off on the state loan until management and unions had concluded talks over the company’s French workforce and sites. ', 'Reporting by Sudip Kar-Gupta; Editing by David Goodman']"
https://www.reuters.com/article/us-renault-france/renault-finalises-5-billion-euro-state-backed-loan-idUSKBN23A0RS,['Renault finalises 5 billion euro state-backed loan'],"['June 3, 2020 /  6:34 AM / a day ago']","['PARIS (Reuters) - Renault (', ') finalised on Wednesday a 5 billion euro ($5.60 billion) loan from with the French government, strengthening the carmaker’s finances in the wake of the coronavirus pandemic which has ravaged the auto industry. ', 'Renault said that the credit facility carried a guarantee from the French state - which owns a 15% stake in Renault - of up to 90% of the total amount borrowed. ', 'Banks BNP Paribas (', '), Credit Agricole (', '), HSBC France (', '), Natixis (', ') and SocGen (', ') were involved in the credit deal. ', 'Renault also said in a statement that the loan would help finance the company’s liquidity requirements. ', 'The carmaker announced last week plans to cut about 15,000 jobs worldwide, including 4,600 in France, where the company will seek voluntary departures and use retirement schemes. ', 'The announcement sparked weekend protests at some factories, including at Maubeuge in northern France, although Renault’s chairman Jean-Dominique Senard has pledged the site will not be closed. ', ' ($1 = 0.8925 euros) ', 'Reporting by Sudip Kar-Gupta and Matthieu Protard; Editing by Keith Weir and Louise Heavens']"
https://www.reuters.com/article/us-renault-france-restructuring/renault-chairman-dismisses-fears-over-potential-maubeuge-closure-idUSKBN2370GZ,['Renault chairman dismisses fears over potential Maubeuge closure'],"['May 31, 2020 /  2:12 PM / 4 days ago']","['PARIS (Reuters) - Renault (', ') has no plans to close its Maubeuge plant in northern France, Chairman Jean-Dominique Senard said on Sunday, two days after the carmaker announced 15,000 job cuts globally as part of a major restructuring. ', 'The recovery plan, which would eliminate 4,600 jobs in France, aims to consolidate the Maubeuge site’s vehicle production with that of the nearby Douai plant.  ', '“I have no intention of closing the Maubeuge factory,” Senard said on LCI television on Sunday after thousands of employees and family members demonstrated outside the plant the previous day. ', 'Under the proposals unveiled on Friday, a parts reconditioning center in Choisy-le-Roi, south of Paris, is the only facility earmarked for outright closure. ', 'The carmaker’s Caudan parts foundry in Brittany, western France, could also be sold as part of the restructuring, Senard said on Sunday. The plant is one of six that Renault has placed under strategic review. ', 'Reporting by Gwenaelle Barzic; Writing by Laurence Frost; Editing by David Goodman']"
https://www.reuters.com/article/us-renault-france/french-finance-minister-renault-loan-not-signed-yet-but-should-be-soon-idUSKBN2390NP,"['French Finance Minister: Renault loan not signed yet, but should be soon']","['June 2, 2020 /  6:10 AM / 2 days ago']","['PARIS (Reuters) - French Finance Minister Bruno Le Maire said on Tuesday the government had not yet signed off on a planned 5 billion euro ($5.6 billion) loan for carmaker Renault (', '), though he hoped the loan would be agreed soon. ', 'Le Maire also told RTL radio he expected Renault to be “exemplary” in its talks with unions, regarding the likelihood of job cuts in France, and that the government wanted Renault’s northern France sites to become “centres of excellence”. ', 'On Sunday, Renault Chairman Jean-Dominique Senard said Renault had no plans to close its Maubeuge plant in northern France. Last week, Renault announced 15,000 job cuts globally as part of a major restructuring. ', '($1 = 0.8984 euros) ', 'Reporting by Sudip Kar-Gupta; Editing by Andrew Heavens']"
https://www.reuters.com/article/us-motor-f1-renault/motor-racing-renault-staying-in-formula-one-interim-ceo-idUSKBN2351NL,['Motor racing: Renault staying in Formula One - interim CEO'],"['May 29, 2020 /  12:00 PM / 6 days ago']","['PARIS (Reuters) - Renault will stay in Formula One, interim Chief Executive Coltilde Delbos said on Friday after announcing the carmaker’s restructuring measures including plans to cut 15,000 jobs worldwide.  ', '“We confirm that we intend to stay in Formula One,” she told a conference call. ', '“The new regulations, new cap in term of investments, because we had less investment than some of our competitors who are spending a lot of money, so F1, we are here, and we stay in Formula One.” ', 'Renault’s F1 future had been uncertain given the financial pressures on the French car giant and a slump in demand due to the COVID-19 pandemic. ', 'It had said nothing would be “taboo” as it reviewed its business, with the sport’s commercial ‘Concorde Agreement’ expiring at the end of the year. Renault finished fifth overall last season.  ', 'Formula One has moved to reduce costs, with a $145 million budget cap due to come in next season. ', 'Some of the top teams are spending significantly more than that, although they also get a bigger share of the revenues and attract more sponsorship.  ', 'A major package of technical and sporting rule changes is due in 2022 which the sport hopes will narrow the gap between the top teams and the rest and make racing more sustainable. ', 'Renault, who won world championships with Spaniard Fernando Alonso in 2005 and 2006, will have a vacancy in 2021 when Australian Daniel Ricciardo leaves for McLaren and Friday’s announcement makes the seat more desirable. ', 'Four-times world champion Sebastian Vettel is one name in the frame after Ferrari announced the German would be leaving at the end of 2020. ', 'Another option could be the return of Alonso, who left McLaren at the end of 2018 but is keen on a comeback.   ', 'Reporting by Gilles Guillaume, writing by Alan Baldwin, editing by Jason Neely and Christian Radnedge']"
https://www.reuters.com/article/renault-france-strategy/renault-poised-to-announce-15000-layoffs-worldwide-union-idUSP6N2BQ04H,"['Renault poised to announce 15,000 layoffs worldwide - union']","['May 28, 2020 /  6:34 PM / 7 days ago']","['PARIS, May 28 (Reuters) - French car maker Renault is poised to announce 15,000 layoffs worldwide on Friday as it unveils a turnaround plan to cope with slumping demand and excess costs, a representative for the CFDT union said after meeting with the company on Thursday. ', 'Some 4,500 jobs would go in France, though largely through a voluntary departure plan and a retirement scheme, the CFDT’s Franck Daout said on France’s BFM Business TV. ', '“The striking point is that they’ve said that all the job cuts but also all the factory reorganisations will be negotiations with state entities and unions,” Daout said. (Reporting by Sarah White Editing by Geert De Clercq, Editing by Franklin Paul)']"
https://www.reuters.com/article/renault-france-senard/no-major-conditions-on-renaults-state-backed-loan-chairman-says-idUSKBN2392G6,"[""No major conditions on Renault's state-backed loan, chairman says""]","['June 2, 2020 /  4:50 PM / 2 days ago']","['PARIS (Reuters) - France has not attached any major conditions to a 5 billion euro ($5.6 billion) state-backed loan for Renault, the carmaker’s chairman said on Tuesday, although the finance minister called on the company to hold “exemplary” talks with unions. ', 'Renault (', ') last week unveiled plans to cut about 15,000 jobs worldwide, including 4,600 in France where the company will seek voluntary departures and use retirement schemes.  ', 'The announcement sparked weekend protests at some factories, including at Maubeuge in northern France, although Renault Chairman Jean-Dominique Senard has pledged the site will not be closed. ', 'Finance minister Bruno Le Maire said on Tuesday the government wanted Renault’s northern France sites to become “centres of excellence”. ', 'Senard also told franceinfo radio that Renault aimed to present a new strategic plan, including the vision for its brands, by the end of the year, after a new CEO comes on board. ', 'Reporting by Sarah White; Writing by Matthieu Protard; Editing by David Goodman and Mark Potter']"
https://www.reuters.com/article/renault-france-strategy/renault-to-restructure-french-factories-in-high-stakes-reboot-plan-idUSL8N2DB0RB,['Renault to restructure French factories in high-stakes reboot plan'],"['May 29, 2020 /  5:32 AM / 6 days ago']","['PARIS, May 29 (Reuters) - French carmaker Renault said on Friday it was launching talks with unions to reorganise and cease assembling vehicles at several plants in France as it cuts some 15,000 jobs worldwide and tries to refocus to survive a slump in sales. ', 'Faced with a downturn in demand compounded by the coronavirus crisis, Renault is aiming to find 2 billion euros ($2.22 billion) in savings over the next three years as it shrinks production and hones in on more profitable models. ', 'It said the restructuring measures - including the job cuts, transfers and retirement plans that would affect just under 10% of its global workforce - would cost 1.2 billion euros. ', '$1 = 0.9016 euros\nReporting by Gilles Guillaume and Sarah White;\nEditing by Sudip Kar-Gupta/Matthieu Protard']"
