Date,OPEN,HIGH,LOW,CLOSE,VOLUME,return,return_one_hot_encoded,volume_difference,volume_one_hot_encoded,url,header,release time,article content,formatteddate,flair_sentiment_header,flair_sentiment_content,neg_vader_header,neu_vader_header,pos_vader_header,compound_vader_header,neg_vader_articel_content,neu_vader_articel_content,pos_vader_articel_content,compound_vader_articel_content,polarity_textblob_sentiment_header,subjectivity_textblob_sentiment_header,polarity_textblob_sentiment_content,subjectivity_textblob_sentiment_content
2020-02-19 09:01:00,42.685,42.77,42.63,42.77,52486.0,0.0,0,0.0,0,,,,,,,,,,,,,,,,,,,
2020-02-19 09:02:00,42.795,42.84,42.795,42.825,7240.0,0.14000000000000054,1,-45246.0,0,,,,,,,,,,,,,,,,,,,
2020-02-19 09:03:00,42.835,42.85,42.715,42.82,21055.0,0.024999999999998582,1,13815.0,1,,,,,,,,,,,,,,,,,,,
2020-02-19 09:04:00,42.825,42.835,42.79,42.79,3612.0,-0.045000000000001705,0,-17443.0,0,,,,,,,,,,,,,,,,,,,
2020-02-19 09:05:00,42.83,42.83,42.725,42.725,3692.0,-0.10000000000000142,0,80.0,1,,,,,,,,,,,,,,,,,,,
2020-02-19 09:06:00,42.715,42.725,42.645,42.685,7605.0,-0.14499999999999602,0,3913.0,1,,,,,,,,,,,,,,,,,,,
2020-02-19 09:07:00,42.695,42.715,42.67,42.67,2994.0,-0.045000000000001705,0,-4611.0,0,,,,,,,,,,,,,,,,,,,
2020-02-19 09:08:00,42.66,42.72,42.63,42.7,4780.0,0.005000000000002558,1,1786.0,1,,,,,,,,,,,,,,,,,,,
2020-02-19 09:09:00,42.7,42.7,42.675,42.695,2902.0,0.035000000000003695,1,-1878.0,0,,,,,,,,,,,,,,,,,,,
2020-02-19 09:10:00,42.7,42.74,42.685,42.72,6128.0,0.019999999999996017,1,3226.0,1,,,,,,,,,,,,,,,,,,,
2020-02-19 09:11:00,42.705,42.71,42.65,42.65,8541.0,-0.05000000000000426,0,2413.0,1,,,,,,,,,,,,,,,,,,,
2020-02-19 09:12:00,42.64,42.665,42.62,42.625,9857.0,-0.0799999999999983,0,1316.0,1,,,,,,,,,,,,,,,,,,,
2020-02-19 09:13:00,42.64,42.64,42.6,42.6,6212.0,-0.03999999999999915,0,-3645.0,0,,,,,,,,,,,,,,,,,,,
2020-02-19 09:14:00,42.585,42.63,42.585,42.63,6474.0,-0.009999999999998009,0,262.0,1,,,,,,,,,,,,,,,,,,,
2020-02-19 09:15:00,42.64,42.655,42.595,42.595,2952.0,0.009999999999998009,1,-3522.0,0,,,,,,,,,,,,,,,,,,,
2020-02-19 09:16:00,42.61,42.625,42.56,42.56,4203.0,-0.0799999999999983,0,1251.0,1,,,,,,,,,,,,,,,,,,,
2020-02-19 09:17:00,42.57,42.575,42.505,42.505,14914.0,-0.10499999999999687,0,10711.0,1,,,,,,,,,,,,,,,,,,,
2020-02-19 09:18:00,42.515,42.585,42.51,42.585,3130.0,0.015000000000000568,1,-11784.0,0,,,,,,,,,,,,,,,,,,,
2020-02-19 09:19:00,42.59,42.6,42.56,42.57,3635.0,0.054999999999999716,1,505.0,1,,,,,,,,,,,,,,,,,,,
2020-02-19 09:20:00,42.56,42.56,42.49,42.51,23689.0,-0.0800000000000054,0,20054.0,1,,,,,,,,,,,,,,,,,,,
2020-02-19 09:21:00,42.51,42.545,42.495,42.545,3690.0,-0.015000000000000568,0,-19999.0,0,,,,,,,,,,,,,,,,,,,
2020-02-19 09:22:00,42.585,42.62,42.555,42.56,14195.0,0.05000000000000426,1,10505.0,1,,,,,,,,,,,,,,,,,,,
2020-02-19 09:23:00,42.56,42.585,42.53,42.575,6775.0,-0.009999999999998009,0,-7420.0,0,,,,,,,,,,,,,,,,,,,
2020-02-19 09:24:00,42.53,42.53,42.5,42.53,1633.0,-0.030000000000001137,0,-5142.0,0,,,,,,,,,,,,,,,,,,,
2020-02-19 09:25:00,42.51,42.55,42.51,42.52,1538.0,-0.009999999999998009,0,-95.0,0,,,,,,,,,,,,,,,,,,,
2020-02-19 09:26:00,42.5,42.525,42.44,42.44,11782.0,-0.07000000000000027,0,10244.0,1,,,,,,,,,,,,,,,,,,,
2020-02-19 09:27:00,42.435,42.445,42.405,42.43,9974.0,-0.07000000000000027,0,-1808.0,0,,,,,,,,,,,,,,,,,,,
2020-02-19 09:28:00,42.42,42.425,42.355,42.375,18095.0,-0.060000000000002274,0,8121.0,1,,,,,,,,,,,,,,,,,,,
