url,header,release time,article content,formatted date,neg_vader_header,neu_vader_header,pos_vader_header,compound_vader_header,neg_vader_articel_content,neu_vader_articel_content,pos_vader_articel_content,compound_vader_articel_content
https://www.reuters.com/article/us-volvo-daimler-fuelcells/volvo-and-daimler-tie-up-to-develop-fuel-cell-for-trucks-idUSKBN2230NW,['Volvo and Daimler tie up to develop fuel cell for trucks'],"['April 21, 2020 /  6:25 AM / 21 days ago']","['STOCKHOLM (Reuters) - Swedish truck maker Volvo (', ') said on Tuesday it had signed a deal with German rival Daimler (', ') to set up a joint venture to develop and produce fuel cell systems for heavy-duty vehicles. ', 'Daimler will consolidate all its current fuel cell activities in the joint venture. Volvo said in a statement it will acquire 50% in the joint venture for the sum of approximately 600 million euros ($650.34 million) on a cash and debt free basis. ', 'The deal was preliminary and non-binding it added. ', 'Reporting by Simon Johnson; editing by Niklas Pollard']",2020-04-21 06:25:00,0.0,1.0,0.0,0.0,0.025,0.942,0.033,0.2023
https://www.reuters.com/article/us-volkswagen-results-q1/vw-daimler-urge-germany-to-boost-car-demand-as-profits-plunge-idUSKCN22B0HU,"['VW, Daimler urge Germany to boost car demand as profits plunge']","['April 29, 2020 /  5:38 AM / a month ago']","['FRANKFURT (Reuters) - VW (', ') and Daimler (', ') on Wednesday urged the German government to help boost demand for cars as the coronavirus pandemic hammered first-quarter profits and forced both carmakers to drop their outlooks for the year. ', 'The demands came as German chancellor Angela Merkel prepares  to host a summit with auto industry leaders to discuss ways of reviving one of the country’s most important industries which has been crippled by the coronavirus pandemic. ', '“We need a swift decision on buyer incentives,” VW’s Chief Financial Officer Frank Witter said, echoing Daimler (', ') Chief Executive Ola Kaellenius who also called for the swift introduction of broad measures to rekindle demand for cars.  ', '“A simple incentive would be effective,” Kaellenius said on a call to discuss Daimler’s earnings. ', 'Car sales across the world have slumped as measures to contain the pandemic forced production lines to shut and showrooms to close, starving manufacturers of much needed cash for investments. ', 'Volkswagen warned it faced a difficult second quarter and  that a planned dividend increase might have to be reconsidered. In February, it proposed raising the payout to 6.50 euros per ordinary share, up from 4.80 euros in 2018, and 6.56 euros per preferred share, up from 4.86 euros.  ', '“This decision is ultimately reserved for the annual general meeting and will of course continue to be subject to review depending on the further development of this year, whether momentum, confidence and thus results and liquidity return,”  Witter said. ', 'Global passenger car sales are expected to drop by 15%-20%, Volkswagen forecast, echoing auto supplier Robert Bosch, which also said on Wednesday it saw a fall in car production of at least 20% this year. ', '“We are bracing ourselves for a global recession,” Bosch Chief Executive Volkmar Denner said.  ', 'Earlier this month, Volkswagen said first-quarter car sales dropped by 23% from the year before, causing operating profit to tumble 81% in the three month period and forcing the car and truck manufacturer to withdraw its guidance for 2020. ', 'Bosch also said it could not give an outlook for 2020. ', 'In February, Volkswagen had said it aimed for customer deliveries in line with 2019, revenue growth of 4%, and slightly higher passenger car deliveries. ', 'Daimler’s first-quarter operating profit fell by almost 70%, and the parent company of the Mercedes-Benz luxury brand increased risk provisions for delinquencies for leased or purchased Mercedes-Benz cars to 448 million euros($486.71 million). ', 'Reporting by Edward Taylor in Frankfurt and Jan Schwartz in Hamburg; Editing by Michelle Martin, Mark Potter, Kirsten Donovan']",2020-04-29 05:38:00,0.099,0.53,0.371,0.6249,0.049,0.871,0.08,0.923
https://www.reuters.com/article/us-nvidia-daimler-software-analysis/daimler-and-nvidia-team-up-to-close-tech-gap-to-tesla-idUSKBN23V2L8,['Daimler and Nvidia team up to close tech gap to Tesla'],"['June 24, 2020 /  4:54 PM / 9 days ago']","['FRANKFURT (Reuters) - Having pulled ahead in the race to develop a software-based vehicle operating system, U.S. electric car pioneer Tesla faces a new challenge from an alliance of German luxury carmaker Daimler and U.S. computer graphics specialist Nvidia. ', 'Daimler and Nvidia unveiled a deal on Tuesday to develop and equip the German company’s Mercedes-Benz cars with a next-generation chip and software platform that could eventually be used to help vehicles drive by themselves.  ', 'The move is a response to Tesla’s ability to integrate custom designed chips with thousands of lines of code, which has allowed the Silicon Valley-based company to develop new features faster than its competitors.     ', 'While Daimler and German rivals Volkswagen (', ') and BMW have criticised Tesla’s aggressive marketing of its “autopilot” features, they have struggled to match the speed with which the U.S. carmaker brings innovations to market.  ', 'Thanks to instantly upgradeable software, Tesla’s cars boast a longer operating range and more entertainment options than rivals, even as it struggles to ramp up production. According to Volkswagen, Tesla is a decade ahead of the competition. ', 'In a bid to narrow the gap, Mercedes, the world’s oldest carmaker, has taken the unprecedented step of sharing its intellectual property with an outside tech company in exchange for access to Nvidia’s computer processors and its software engineers specialised in artificial intelligence. ', 'That’s a big change from established automakers’ traditional approach of trying to go it alone, or partnering with existing suppliers and manufacturers, and marks an attempt to keep up with Tesla, and deep-pocketed tech firms like Amazon and Apple. ', 'Mercedes, Volkswagen and Audi have so far used a patchwork approach, combining vehicle platforms originally designed for combustion engine drives with electric vehicle software and components largely developed by third party suppliers. ', 'Rather than designing a new vehicle from the ground up, German carmakers have attempted to stitch together software from suppliers of camera and radar sensors, which has made it harder to upgrade their vehicles than if they had used a comprehensive, upgradeable vehicle operating system.  ', 'Software and processing power is gaining in importance thanks to automated driving, which requires radar, ultrasonic, camera and lidar sensors to talk to each other as well as to manage competing demands for battery power. ', 'With zero-emission cars, electricity is not just consumed through acceleration, but also by cooling the battery, running air conditioners, seat heaters, in-car infotainment, image recognition and semi-autonomous driving functions.  ', 'Although Tesla started out with a similar patchwork approach, it has since adopted a strategy akin to Apple with its iPhone - it now designs computer chips and software in-house. ', 'Like Apple, Tesla has redefined the way technologies are packaged, leaving analysts wondering whether the car sector will follow the phone industry, where profits moved from device manufacturer to producers of high-tech components and software.      ', 'Spooked by Tesla’s advance, German carmakers and major supplier Robert Bosch are retooling their businesses to accommodate “software first” operating systems, which rely on fewer, more powerful chips and computers.  ', 'But they face a battle to catch up.  ', 'Traditional carmakers have struggled to attract software engineering talent, in part because of a reticence to pay big salaries for projects without a defined business case, allowing Tesla to sustain an advantage which some analysts say is getting bigger thanks to the company’s “fleet learning.”  ', 'Tesla collects data about battery depletion rates and driving styles from all its cars, and uses this to design new software algorithms.     ', 'Prioritising energy consumption has allowed Tesla keep battery capacity above 90% even after 200,000-300,000 kilometres, or four to five years, UBS analysts said in a March 2019 report, attributing this to Tesla-designed software, batteries and semiconductors. ', 'Teaming up with Nvidia could allow Daimler to take a short cut to state-of-the-art technology.  ', 'The results won’t be immediate - jointly developed Mercedes-Nvidia vehicles are not expected to hit the road until 2024. Nvidia will help Daimler develop assisted and self-driving functions, which will form part of a Mercedes-designed overall vehicle system. ', 'Chips and processors will only become more critical as automakers race to build self-driving cars. Just one video sensor, such as Bosch’s stereo video camera, generates 100 gigabytes of data in only one kilometre of travel, making efficient processing vital to optimising vehicle range and training vehicle reflexes.  ', 'That makes fewer, more powerful processors a must, according to Harry Kroeger, a former head of development of electronics at Daimler, a former director of Tesla and now a management board member at Bosch overseeing automotive electronics.    ', '“You no longer install one small box for every single function; instead you install a bigger smart box that can do many things simultaneously,” he said.     ', '“The computing power you need for climate control is ridiculously low compared to functions that prevent the car from crashing. A smart box prioritises the safety functions and uses its ‘down time’ to focus on things like climate regulation.”  ', 'Writing by Edward Taylor and Paul Lienert; additional reporting by Doug Busvine; Editing by Mark Potter']",2020-06-24 16:54:00,0.0,1.0,0.0,0.0,0.034,0.865,0.1,0.9946
https://www.reuters.com/article/us-nvidia-daimler-autonomous/mercedes-benz-nvidia-deepen-autonomous-driving-alliance-idUSKBN23U2W5,"['Mercedes-Benz, Nvidia deepen autonomous driving alliance']","['June 23, 2020 /  5:38 PM / a month ago']","['(Reuters) - Semiconductor maker Nvidia Corp (', ') has struck a deal with Germany’s Daimler (', ') to develop and equip Mercedes-Benz cars with a next generation chip and software platform that could eventually be used for autonomous driving functions. ', 'The alliance between a deep-pocketed tech player and the world’s oldest carmaker allows Mercedes to jointly develop new automated driving capabilities and software applications at a time when the auto industry is struggling to generate profits. ', '“We want to launch a ground-breaking software-defined computer architecture for driving assistance and autonomous drive,” Daimler Chief Executive Ola Kaellenius said during a joint presentation by the two companies on Tuesday. ', 'The Nvidia Drive AGX Orin Platform, an autonomous vehicle processor, will be rolled out starting in 2024, allowing Mercedes to update a car’s software the same way that smartphones are updated today. ', '“Every future Mercedes-Benz with the NVIDIA DRIVE system will come with a team of expert AI and software engineers continuously developing, refining and enhancing the car over its lifetime,” Nvidia Chief Executive Jensen Huang said. ', 'The companies will jointly develop the artificial intelligence (AI) and automated vehicle applications to enable higher levels of automated driving, Daimler said. ', 'The new partnership follows Daimler’s move last week to pause a development alliance with rival German luxury carmaker BMW (', ') in automated driving. ', 'Asked how the Mercedes partnership would affect Nvidia’s decade-long collaboration with Audi AG (', '), Nvidia spokesman Danny Shapiro said neither arrangement was exclusive. ', 'With Mercedes, there is “a huge dedication, huge energy, huge investment from both companies to bring this to market,” he said. ', 'Mercedes sold 2.39 million cars worldwide in 2019. The two companies have been working together on autonomous driving and AI car technology for over five years. ', 'Reporting by Jane Lanhee Lee and Edward Taylor; Editing by Cynthia Osterman and Mark Potter']",2020-06-23 17:38:00,0.0,1.0,0.0,0.0,0.019,0.929,0.051,0.8454
https://www.reuters.com/article/us-motor-f1-mercedes/mercedes-has-clear-intention-to-continue-in-f1-for-years-idUSKBN235314,"[""Mercedes has 'clear intention' to continue in F1 for years""]","['May 29, 2020 /  8:26 PM / 2 months ago']","['LONDON (Reuters) - Mercedes plans to stay in Formula One for years to come, parent company Daimler has said after renewed speculation about the world champions’ future and the intentions of team principal Toto Wolff. ', 'Daimler criticised the “unfounded and irresponsible” reports. ', '“The sport has taken the right measures to address the consequences of the COVID-19 pandemic and its future financial sustainability, and we welcome these steps,” it said in a statement. ', '“It is our clear intention to continue competing in Formula One as a Mercedes-Benz works team in the years to come, and to do so with our managing partner Toto Wolff.” ', 'Germany’s Auto Bild had suggested on Thursday that Racing Point owner and Aston Martin’s executive chairman Lawrence Stroll could buy Daimler’s stake in the Mercedes team. ', 'The report said Wolff, a 30% shareholder, could stand back from his operational role. ', 'Mercedes have won the last six successive drivers and constructors’ titles, with Britain’s Lewis Hamilton chasing a record-equalling seventh this year. ', 'Reporting by Alan Baldwin, editing by Toby Davis']",2020-05-29 20:26:00,0.0,0.776,0.224,0.3818,0.015,0.922,0.062,0.8225
https://www.reuters.com/article/us-health-coronavirus-volkswagen/german-carmakers-to-resume-production-as-lockdowns-ease-idUSKCN21X2V8,['German carmakers to resume production as lockdowns ease'],"['April 15, 2020 /  5:45 PM / a month ago']","['FRANKFURT (Reuters) - German carmakers including Volkswagen (', ') and Mercedes-Benz (', ') will restart production at some German factories next week after the country eased restrictions designed to contain the coronavirus outbreak. ', 'Chancellor Angela Merkel on Wednesday said that Germany has achieved a “fragile intermediate success” in its the fight against the coronavirus and that its emergence from lockdown would begin with the partial reopening of shops next week and schools from May 4. ', 'Unlike Italy and Spain, Germany never banned car production, though factories came to a standstill after authorities restricted the movement of people and ordered the closure of car dealerships, hitting demand.         ', 'Volkswagen said it will start producing cars for its core brand in Zwickau, Germany, and in Bratislava, Slovakia, on April 20.  ', 'Plants in Russia, Spain, Portugal and the United States will ramp up production from April 27 onwards, joined by factories in South Africa, Argentina, Brazil and Mexico in May.  ', '“With the decisions by the federal and state governments in Germany and the loosening of restrictions in other European states, conditions have been established for the gradual resumption of production,” Ralf Brandstaetter, Chief Operating Officer of the Volkswagen brand, said in a statement.  ', 'The carmaker has retooled production to ensure that workers keep 1.5 metres apart. Other measures include the staggering of shifts and lunch breaks, plus steps to change worker interaction in VW’s supply chain. ', 'Bernd Osterloh, Chairman of the company’s Works Council, said: “In the light of the pandemic, we need to adapt our routines. One answer is our new agreement on health protection. With about 100 measures, we are keeping the risk of infection at Volkswagen as low as possible.” ', 'In China, where a Volkswagen has already implemented health measures, 32 of the 33 plants have resumed production and no coronavirus infections among employees have been reported. ', 'Mercedes-Benz parent Daimler said that its plants in Hamburg, Berlin and Untertuerkheim will resume production next week. Its Berlin plant makes engine-management systems for vehicles sold in China.  ', 'Production will initially start in a one-shift system, Daimler said, with plants in Sindelfingen and Bremen also making preparations to ramp up production. ', 'German peer BMW (', ') said it had no information about the timetable for resuming production. The Munich-based manufacturer has suspended production until end of April. ', 'Reporting by Edward Taylor and Jan Schwartz; Editing by David Goodman and Jane Merriman']",2020-04-15 17:45:00,0.0,1.0,0.0,0.0,0.044,0.925,0.031,-0.4802
https://www.reuters.com/article/us-health-coronavirus-germany-daimler/daimler-resumes-engine-production-at-mercedes-in-germany-idUSKCN2242GS,['Daimler resumes engine production at Mercedes in Germany'],"['April 22, 2020 /  3:32 PM / a month ago']","['STUTTGART (Reuters) - Mercedes-Benz is ramping up engine production at its plant in Bad Cannstatt, Stuttgart, this week after Germany eased lockdown measures in a sign Europe’s largest economy is getting back to work after the coronavirus brought the country to a standstill. ', 'Daimler (', '), parent company of Mercedes-Benz, is gradually opening its plants in Europe using lessons learned from resuming production at its plant in China, to ensure that the coronavirus does not spread among workers in Germany.  ', '“Anywhere we can not guarantee a 1.5 metre distance,  employees are required to wear face masks,” said Frank Deiss, vice president of powertrain production. ', 'Daimler has spread out shifts so that workers no longer run into each other. ', 'Unlike Italy and Spain, Germany never banned car production, though factories came to a standstill after authorities restricted the movement of people and ordered the closure of car dealerships, hitting demand. ', 'Mercedes-Benz plants in Hamburg, Berlin and Untertuerkheim will also resume production this week, with plants in Sindelfingen and Bremen also making preparations to ramp up production.      ', 'Reporting by Edward Taylor; Editing by Mark Potter']",2020-04-22 15:32:00,0.0,1.0,0.0,0.0,0.061,0.902,0.037,-0.5459
https://www.reuters.com/article/us-health-coronavirus-germany-automakers/german-carmakers-had-crisis-call-with-merkel-handelsblatt-idUSKBN21K1EB,['German carmakers had crisis call with Merkel: Handelsblatt'],"['April 2, 2020 /  10:33 AM / a month ago']","['HAMBURG (Reuters) - The bosses of Volkswagen (', '), BMW (', ') and Daimler (', ') held a crisis call with German Chancellor Angela Merkel on Wednesday to discuss how to get production restarted, Germany’s Handelsblatt newspaper reported on Thursday. ', 'Carmakers have halted production at some sites as governments around the world have imposed lockdowns on their populations in response to the coronavirus outbreak. ', 'Volkswagen Chief Executive Herbert Diess last week said the carmaker might have to cut jobs if the pandemic is not brought under control as it is still spending about 2 billion euros ($2.18 billion) a week. ', 'Handelsblatt cited participants in the call as saying carmakers were particularly concerned about the supply chain. ', 'A Volkswagen source told Reuters the carmakers discussed the situation in the industry and how production could be started up again after the coronavirus crisis. There was agreement that an EU-wide approach to re-starting production was needed, the source said. ', '“It doesn’t help if one country forges ahead and then everything in Italy or Spain is still at a standstill,” the source said, adding that such a scenario would result in gaps in the supply chain. ', 'The Volkswagen source said in the talks there had been agreement that a working group, including the government, industry and the Robert Koch Institute for infectious diseases, should be set up to develop standards for protecting employees when production is restarted, such as protective clothing, masks, distancing workers and frequent cleaning of sanitary facilities. ', 'The source said the carmakers also discussed the situation facing car suppliers and that while big original equipment manufacturers were well provided for in terms of liquidity, that was not the case for many suppliers. ', 'A source at Daimler said Merkel, Economy Minister Peter Altmaier, Finance Minister Olaf Scholz and Joerg Hofmann, head of the IG Metall trade union, had all taken part in the meeting with Daimler CEO Ola Kaellenius, BMW boss Oliver Zipse and Volkswagen CEO Diess. ', 'A survey published on Wednesday showed Germany’s export-dependent manufacturing sector saw the steepest decrease in output in almost 11 years in March, as the coronavirus pandemic forced plant closures in Europe’s biggest economy. ', 'Reporting by Jan C. Schwartz; Writing by Michelle Martin. Editing by Jane Merriman']",2020-04-02 10:33:00,0.369,0.631,0.0,-0.6249,0.037,0.928,0.034,-0.2732
https://www.reuters.com/article/us-health-coronavirus-daimler/daimler-to-idle-alabama-mercedes-assembly-plant-because-of-parts-shortage-idUSKBN22R2YX,['Daimler to idle Alabama Mercedes assembly plant because of parts shortage'],"['May 15, 2020 /  6:50 PM / a month ago']","['(Reuters) - Daimler AG (', ') said on Friday it will idle its Mercedes-Benz sport utility vehicle assembly plant in Alabama next week because of a parts shortage. ', 'The German automaker, which resumed production late last month at the Tuscaloosa plant after a halt because of the coronavirus pandemic, plans to make up the production during a scheduled off week this summer. ', 'Bloomberg News reported the parts shortage was from Mexico, where auto suppliers have not yet resumed production. A person briefed on the matter confirmed to Reuters that a lack of parts from Mexico was the cause. ', 'Other automakers have told Reuters that if Mexico does not resume parts production next week they will be forced to again quickly idle many U.S. assembly plants. ', 'Reporting by David Shepardson in Washington and Sharay Angulo in Mexico City; Editing by Chris Reese and Leslie Adler']",2020-05-15 18:50:00,0.0,1.0,0.0,0.0,0.063,0.929,0.007,-0.802
https://www.reuters.com/article/us-health-coronavirus-daimler-credit/daimler-secures-13-billion-loan-facility-idUSKBN21K2M6,['Daimler secures $13 billion loan facility'],"['April 2, 2020 /  4:28 PM / in a month']","['FRANKFURT (Reuters) - Daimler (', ') said on Thursday it has signed an agreement for a 12 billion euro ($13 billion) credit line to increase its financial flexibility in the current coronavirus crisis. ', 'The credit line comes in addition to an 11 billion euro revolving credit with a term until 2025, including extension options. ', 'The new loan facility can be utilized within a 12-month period with two extension options of six months, Daimler said, adding the line was agreed with BNP (', '), Banco Santander (', '), Deutsche Bank (', ') and JP Morgan (', ') on April 1. Syndication has started.  ', 'Reporting by Christoph Steitz; Editing by Susan Fenton']",2020-04-02 16:28:00,0.0,0.685,0.315,0.3182,0.033,0.804,0.163,0.9222
