https://www.reuters.com/article/brief-fiat-chrysler-units-fca-italy-and/brief-fiat-chrysler-units-fca-italy-and-maserati-suspend-production-at-majority-of-european-plants-idUSFWN2B8027,['BRIEF-Fiat Chrysler Units FCA Italy And Maserati Suspend Production At Majority Of European Plants'],"['March 16, 2020 /  7:00 AM / 2 months ago']","['March 16 (Reuters) - Fiat Chrysler: ', '* SUBSIDIARIES FCA ITALY AND MASERATI WILL TEMPORARILY SUSPEND PRODUCTION ACROSS MAJORITY OF THEIR EUROPEAN MANUFACTURING PLANTS ', '* TEMPORARY SUSPENSION WILL BE IN EFFECT THROUGH MARCH 27, 2020 ', '* UPDATED PRODUCTION PLAN WILL TEMPORARILY CLOSE FACILITIES IN ITALY, SERBIA, AND POLAND Source text for Eikon: Further company coverage: (Gdansk Newsroom)']"
https://www.reuters.com/article/us-health-coronavirus-india-autos/automakers-in-india-halt-production-due-to-coronavirus-idUSKBN21907X,['Automakers in India halt production due to coronavirus'],"['March 22, 2020 /  6:18 AM / a month ago']","['MUMBAI (Reuters) - India’s biggest automaker Maruti Suzuki (', ') and peers Hyundai (', '), Mahindra & Mahindra (', '), Fiat Chrysler (', '), Ford (', ') and Toyota (', ') said they will halt car production due to the coronavirus outbreak. ', 'The move comes after automakers shut plants last week in Europe, the United States, Canada and Mexico. ', 'Sport-utility vehicle maker Mahindra & Mahindra said it aims to start making ventilators for coronavirus patients, mirroring efforts by automakers including Ferrari and Fiat.  ', 'India has reported 415 cases of the coronavirus but health experts have warned that a big jump could be imminent. The government will halt domestic flights from Tuesday and suspend most train and metro services nationwide.  ', 'Maruti, which builds one in every two cars sold in India, said it would halt production and office operations immediately at its facilities in the northern state of Haryana. ', '“The duration of this shutdown will depend upon government policy,” Maruti, which is majority owned by Japan’s Suzuki Motor Corp (', '), said in a statement. ', 'The western state of Maharashtra is home to one of India’s biggest auto hubs at Pune, where several car makers are set to halt production. ', 'Mahindra has stopped manufacturing at one of its plants in Maharashtra and will suspend work at two others from Monday, it said.   ', 'Anand Mahindra, group company chairman, said on Twitter that the company would begin work immediately on how it can make ventilators.  ', '“A lockdown over the next few weeks will help flatten the curve and moderate the peak pressure on medical care,” Mahindra said, adding that it will offer its holiday resorts as temporary care facilities and help the government in building such centres. ', ' Ford is suspending vehicle and engine production at its manufacturing sites in India, Vietnam, South Africa and Thailand starting March 21.  ', 'The shutdown “will continue for several weeks depending on the pandemic situation, national restrictions, supplier constraints and dealer stock requirements,” it said in a statement on Monday. ', 'Daimler AG’s (', ') Mercedes-Benz and Fiat as well as bike maker Bajaj Auto (', ') all said they will halt production at their Pune plants. Fiat said it will not cut jobs and will continue to pay salaries of all its employees.   ', 'India’s top-selling bike maker Hero MotoCorp Ltd (', ') and rival TVS Motor (', ') have stopped manufacturing at all its plants in India and globally. Yamaha Motor Co (', ') has also halted production in India.  ', 'Volkswagen AG’s (', ') India unit said on Sunday it had stopped production in Pune for three weeks. ', 'Reporting by Aditi Shah and Abhirup Roy; Additional reporting by Heekyong Yang, Editing by Sam Holmes and Susan Fenton']"
https://www.reuters.com/article/us-fiat-chrysler-credit/fiat-chrysler-agrees-new-3-5-billion-euro-credit-facility-with-banks-idUSKBN21D2DO,['Fiat Chrysler agrees new 3.5 billion euro credit facility with banks'],"['March 26, 2020 /  2:45 PM / a month ago']","['MILAN (Reuters) - Fiat Chrysler (', ') said on Thursday it has agreed a new credit facility with two banks, at a time when major carmakers are having to shut down plants, losing revenue as demand slumps in the wake of the coronavirus.     ', 'Most of FCA’s plants around the world are currently shut in response to the virus emergency. Italian investment firm Exor (', '), which controls FCA, said on Wednesday that the temporary closures might continue and increase depending on how the coronavirus outbreak develops. ', 'Fiat Chrysler (FCA) said the credit facility would be available “for general corporate purposes and for working capital needs” of the group and that it was structured as a “bridge facility” to support its access to capital markets.  ', '“This transaction confirms the continued strong support of FCA’s international key relationship banks in the current extraordinary circumstances,” the automaker said in a statement, without making any explicit link between the new facility and the impact the virus is having on the global economy.  ', 'The facility can be drawn in a single tranche of 3.5 billion euros ($3.8 billion), with an initial 12-month term which can be extended for further six months. It adds to existing credit facilities worth 7.7 billion euros, including lines for 1.5 billion euros that the company has started to draw down, FCA said. ', 'FCA is in merger talks with Peugeot owner PSA (', ') to create the world’s fourth biggest carmaker. The deal is expected to be finalised by the first quarter of next year. ', 'Equita’s analyst Martino De Ambroggi said that, based on his new assumption of a 10% drop of global auto market this year, the crisis triggered by the coronavirus would impact the merged automaker’s free cash flow by over 5 billion euros. ', 'Reporting by Giulio Piovaccari;Editing by Elaine Hardcastle']"
https://www.reuters.com/article/health-coronavirus-fiat-chrysler/fiat-again-halts-atessa-its-only-functioning-assembly-site-in-europe-idUSL8N2BB4GQ,"['Fiat again halts Atessa, its only functioning assembly site in Europe']","['March 18, 2020 /  11:30 AM / 2 months ago']","['MILAN, March 18 (Reuters) - Fiat Chrysler has again halted its Atessa plant in Italy due to disruptions in parts supply linked to the coronavirus outbreak, after it was reopened on Tuesday, a union representative said on Wednesday. ', 'Located in Abruzzo in central Italy, Atessa was the automaker’s only functioning assembly plant in Europe after the group decided this week to halt production for two weeks at most of its European facilities to help to protect staff and adjust to a slump in demand. . ', 'Gianluca Ficco, of UILM metal mechanic union, said the company had informed workers’ representative of its decision to close the plant. ', '“We know it will be closed until Sunday, due to lack of parts supplies,” he said. ', 'A spokesman for Fiat Chrysler confirmed the plant was halted on Wednesday and that it was expected to restart operations on Monday. ', 'Atessa was reopened with reduced production rates on Tuesday after being halted last week as the company performed deep cleaning and some reconfiguration of production lines to allow more space between workers. ', 'The facility is operated by Sevel, a joint venture between the Italian-American automaker and France’s PSA-Peugeot . It usually produces about 300,000 light commercial vehicles annually and employs about 5,000 people. ', 'Among parts makers which have stopped supplies, Ficco quoted Germany’s Isringhausen, which also operates a plant in Atessa supplying seats to Sevel. ', 'Isringhausen’s workers in Atessa are currently on strike over the implementation of anti-virus health measures at their plant. ', 'The Fiat spokesman also confirmed the stoppage was partly due to disruptions in parts supply from local manufacturers, including Isringhausen ', 'Ficco said that at the reopening the Atessa plant was compliant with health requirements set by the government, but that workers were still worried about possible virus contagion. ', '“Like in every manufacturing plant, there is a huge fear among workers about contagion,” he said. ', 'Reporting by Giulio Piovaccari; editing by Jason Neely']"
https://www.reuters.com/article/us-health-coronavirus-latam-autos/fiat-toyota-renault-latest-to-announce-auto-production-halt-in-brazil-over-coronavirus-idUSKBN21732D,"['Fiat, Toyota, Renault latest to announce auto production halt in Brazil over coronavirus']","['March 20, 2020 /  6:17 PM / 2 months ago']","['SAO PAULO (Reuters) - Fiat Chrysler (', '), Toyota Motor Corp (', ') and Renault (', ') announced on Friday they will stop auto production in Brazil temporarily due to the coronavirus pandemic.  ', 'Earlier this week, General Motors Co (', ') and Mercedes Benz said they would also stop production. Volkswagen (', ') and Volvo (', ') have also announced at least temporary production halts in Brazil.  ', 'The closures in Brazil have come shortly after automakers in the United States and the European Union announced similar measures.  ', 'Stephanie Brinley from IHS Markit said they are currently expecting auto production in South America to fall by about 98,000 units in March and April.  ', '“I’m pretty sure that by Monday noon that number will be revised,” Brinley said. “It’s a very fluid situation.  ', 'Brazil is by far the continent’s largest auto producer, but Argentina also has a sizable output. ', 'Reporting by Alberto Alerigi and Marcelo Rochabrun; editing by Nick Macfie and Bill Berkrot']"
https://www.reuters.com/article/us-health-coronavirus-fiat-chrysler/fiat-again-halts-atessa-its-only-functioning-assembly-site-in-europe-idUSKBN2151SO,"['Fiat again halts Atessa, its only functioning assembly site in Europe']","['March 18, 2020 /  11:41 AM / 2 months ago']","['MILAN (Reuters) - Fiat Chrysler (', ') has again halted its Atessa plant in Italy due to disruptions in parts supply linked to the coronavirus outbreak, after it was reopened on Tuesday, a union representative said on Wednesday. ', 'Located in Abruzzo in central Italy, Atessa was the automaker’s only functioning assembly plant in Europe after the group said on Monday it would halt production for two weeks at most of its European facilities to help to protect staff and adjust to a slump in demand.. ', 'Gianluca Ficco, of UILM metal mechanic union, said the company had informed workers’ representative of its decision to close the plant. ', '“We know it will be closed until Sunday, due to lack of parts supplies,” he said. ', 'A spokesman for Fiat Chrysler (FCA) confirmed the plant was halted on Wednesday and that it was expected to restart operations on Monday.  ', 'The Italian American automaker and the other two Detroit rivals, General Motors (', ') and Ford (', '), agreed on Tuesday with the U.S. union UAW to curtail production at U.S. factories and limit the number of workers on the job at one time to prevent the spread of the coronavirus among roughly 150,000 factory employees. ', 'Atessa was reopened with reduced production rates on Tuesday after being halted last week as the company performed deep cleaning and some reconfiguration of production lines to allow more space between workers.  ', 'The facility is operated by Sevel, a joint venture between FCA and France’s PSA-Peugeot (', '). It usually produces about 300,000 light commercial vehicles annually and employs about 5,000 people.     ', 'Among parts makers which have stopped supplies, Ficco quoted Germany’s Isringhausen, which also operates a plant in Atessa supplying seats to Sevel. ', 'Isringhausen’s workers in Atessa are currently on strike over the implementation of anti-virus health measures at their plant.  ', 'The FCA spokesman also confirmed the stoppage was partly due to disruptions in parts supply from local manufacturers, including Isringhausen. ', 'Ficco said that at the reopening the Atessa plant was compliant with health requirements set by the government, but that workers were still worried about possible virus contagion. ', '“Like in every manufacturing plant, there is a huge fear among workers about contagion,” he said. ', 'Reporting by Giulio Piovaccari; editing by Jason Neely and Alexandra Hudson']"
https://www.reuters.com/article/us-health-coronavirus-fiat-chrysler/fiat-chrysler-to-make-face-masks-for-north-america-idUSKBN21B1P7,['Fiat Chrysler to make face masks for North America'],"['March 24, 2020 /  11:52 AM / a month ago']","['MILAN (Reuters) - Italian-U.S. car giant Fiat Chrysler has confirmed plans to produce a million face masks a month and said it will distribute them to emergency services in North America to help the fight against coronavirus.  ', 'FCA, which is also trying to help produce badly needed respirators for patients in intensive care in Italy, is one of a number of large manufacturers adapting production lines to make products in desperately short supply. ', '“Production capacity is being installed this week and the company will start manufacturing face masks in the coming weeks with initial distribution across the United States, Canada and Mexico,” it said in a statement released late on Monday. ', 'The monthly output of one million masks will be donated to police, emergency medical staff, firefighters and to workers in hospitals and health care clinics, it said. ', 'The decision to begin distribution of masks in North America rather than Italy, the company’s other home country, underlines the difficult balance global companies are having to maintain as they weigh where to offer help in the emergency. ', 'Face masks and other protective equipment for medical staff have been running out across the world as thousands of new cases of the highly contagious virus have arrived in hospitals daily. ', 'Fiat’s position as a historic pillar of Italian industry makes the issue of where to provide help sensitive, especially as Italy is the country worst hit by the virus so far. ', 'Both FCA and its controlling shareholder Exor, the investment firm of Italy’s Agnelli family, have offered significant assistance to efforts to handle the crisis in Italy, where almost 6,000 people have died.     ', 'FCA and luxury automaker Ferrari, also controlled by Exor, are in talks with Siare, Italy’s biggest respirator manufacturer, to help it double production of the life-saving machines.  ', 'In addition, the Agnelli family said last week it was donating 10 million euros to fight the virus emergency in Italy. ', 'It said companies controlled by Exor bought 150 ventilators and other medical equipment abroad, provided vehicles for support of people in need and were in touch with Italian authorities to help them buy medical equipment and healthcare products abroad. ', 'As part of the process, an Exor spokesman said on Tuesday the group had made an initial purchase of 250,000 face masks in China which would be distributed in Italy and were expected to arrive by the end of this week. ', 'Reporting by Giulio Piovaccari; Editing by James Mackenzie and David Clarke']"
https://www.reuters.com/article/us-health-coronavirus-italy-fiat-chrysle/fiat-chryslers-only-open-italian-plant-running-at-reduced-capacity-idUSKBN21421H,"[""Fiat Chrysler's only open Italian plant running at reduced capacity""]","['March 17, 2020 /  12:36 PM / 2 months ago']","['MILAN (Reuters) - Fiat Chrysler (', ')(FCA) has resumed limited production at its Atessa facility in Italy, the automaker’s only open assembly plant, having halted operations at most of its European factories, a spokesman said on Tuesday. ', 'The company said on Monday that it was halting production for two weeks at most of its European plants to help to protect staff and adjust to a slump in demand.     ', 'The Atessa plant had been closed since last week as the company performed deep sanitization and some reconfiguration of production lines to allow more space between workers.  ', '“Operations have restarted with the number of workers reduced by around 45%,” the FCA spokesman said, adding that workers placed on temporary leave will receive benefits through the ‘cassa integrazione’ wage-guarantee fund. ', 'Located in the central Italian region of Abruzzo and operated by Sevel, a joint venture between the Italian-American automaker and France’s PSA-Peugeot (', '), the plant usually produces about 300,000 light commercial vehicles annually.  ', 'UILM union representative Gianluca Ficco said the plant, which employs about 5,000 people, was running on Tuesday with roughly 60% of its staff. ', '“We are ascertaining day by day, in FCA and in all other companies, that the health measures decided by the government are fully met,” he said. “Our aim is to combine security and jobs”. ', 'The Italian government on Saturday agreed with companies and trade union leaders a series of measures to improve health controls in factories, offices and other workplaces that have been allowed to stay open during the country’s coronavirus lockdown. ', 'However, trade unions have reported several strikes over recent days all over Italy, with worker representatives saying that implemented measures were insufficient. ', 'A source close to the matter said that FCA does not plan further stoppages to Atessa operations. ', 'Reporting by Giulio Piovaccari; Editing by David Goodman']"
https://www.reuters.com/article/us-health-coronavirus-fiat-chrysler/fiat-chrysler-to-start-three-italian-sites-immediately-after-lockdown-ends-union-idUSKBN21K24Y,['Fiat Chrysler to start three Italian sites immediately after lockdown ends: union'],"['April 2, 2020 /  2:06 PM / a month ago']","['MILAN (Reuters) - Fiat Chrysler (', ') aims to restart operations at three Italian sites as soon as the government lifts coronavirus restrictions on manufacturing, a union representative said on Thursday, adding unions would monitor health precautions. ', 'Despite Italy’s lowest death toll from coronavirus in six days on Wednesday, Prime Minister Giuseppe Conte said a national lockdown in place since March 9, and due to expire on Friday,  would be extended until at least April 13. ', 'The lockdown measures include a freeze on all non-essential economic activity, including car production. ', 'Gianluca Ficco, a representative of the UILM metal workers’ union, said unions had started talks with Fiat Chrysler (FCA) to make sure all health and security requirements were met in factories, with a view to resuming operations after the lockdown. ', '“At the moment the date we’re looking at is April 14,” he said. ', 'The sites would be the assembly lines for Jeep’s Compass and new hybrid models in Melfi in southern Italy; Atessa’s plant making light commercial vehicles in central Italy; and preparatory operations for the new electric 500 in Turin’s Mirafiori factory, he said. ', 'A spokesman for FCA confirmed on Thursday that, if the government allowed production to restart after April 13, those three operations would be the group’s priority.     ', 'Last week, before the national lockdown was extended, the carmaker had told unions it would have been ready to resume the same three operations on April 6 if the government had given its go-ahead. ', 'Reporting by Giulio Piovaccari; Editing by Mark Potter']"
https://www.reuters.com/article/us-health-coronavirus-italy-fca/fiat-chrysler-ceo-to-halve-his-salary-for-three-months-in-virus-response-letter-idUSKBN21H390,['Fiat Chrysler CEO to halve his salary for three months in virus response: letter'],"['March 30, 2020 /  8:28 PM / a month ago']","['MILAN (Reuters) - Fiat Chrysler (', ') top executives will temporarily cut their salaries to preserve the automaker’s financial soundness during the coronavirus emergency, Chief Executive Mike Manley told employees on Monday.     ', 'Manley said he would halve his salary for the next three months to avoid job cuts in the second quarter, according to a letter seen by Reuters, that he sent to employees.     ', 'Chairman John Elkann and the other members of the board will give up their entire salaries until year end, Manley added in the letter.    Other executives will see their wages cut by 30% while the group will ask employees not affected by current cuts in working shifts to have 20% of their salaries’ payments temporarily postponed. ', 'Reporting by Giulio Piovaccari; editing by Grant McCool']"
